frame,cx,cy,x,y,w,h,yolo_conf,group_id
874,301.5,213.5,297.0,209.0,9.0,9.0,0.725,8.0
875,302.5,216.0,298.0,211.0,9.0,10.0,0.712,8.0
876,302.5,218.5,298.0,214.0,9.0,9.0,0.751,8.0
877,302.5,222.0,298.0,217.0,9.0,10.0,0.759,8.0
878,303.5,225.0,299.0,220.0,9.0,10.0,0.718,8.0
879,303.5,229.0,299.0,224.0,9.0,10.0,0.754,8.0
880,304.5,234.0,300.0,229.0,9.0,10.0,0.666,8.0
881,305.0,238.0,301.0,233.0,8.0,10.0,0.706,8.0
882,305.0,242.5,300.0,238.0,10.0,9.0,0.704,8.0
883,305.0,247.5,300.0,243.0,10.0,9.0,,8.0
884,307.0,244.0,302.0,239.0,10.0,10.0,,8.0
885,307.0,240.0,302.0,235.0,10.0,10.0,0.75,8.0
886,307.0,236.5,303.0,232.0,8.0,9.0,0.651,8.0
887,307.0,232.5,303.0,228.0,8.0,9.0,0.67,8.0
888,307.5,230.0,303.0,225.0,9.0,10.0,0.646,8.0
889,307.5,227.5,304.0,223.0,7.0,9.0,0.579,8.0
890,308.0,225.5,304.0,221.0,8.0,9.0,0.553,8.0
891,308.0,223.5,304.0,219.0,8.0,9.0,,8.0
892,309.0,222.5,305.0,218.0,8.0,9.0,,8.0
893,310.0,220.5,306.0,216.0,8.0,9.0,,8.0
894,,,,,,,,
895,,,,,,,,
896,,,,,,,,
897,,,,,,,,
898,311.0,218.5,307.0,214.0,8.0,9.0,,8.0
899,311.0,220.5,307.0,216.0,8.0,9.0,,8.0
900,314.0,219.5,310.0,215.0,8.0,9.0,,8.0
901,316.0,220.5,312.0,216.0,8.0,9.0,,8.0
902,318.0,220.5,314.0,216.0,8.0,9.0,,8.0
903,321.0,221.5,317.0,217.0,8.0,9.0,,8.0
904,324.0,222.5,320.0,218.0,8.0,9.0,,8.0
905,327.0,220.5,323.0,216.0,8.0,9.0,,8.0
906,328.0,220.5,324.0,216.0,8.0,9.0,,8.0
907,329.0,218.5,325.0,214.0,8.0,9.0,,8.0
908,327.0,219.5,323.0,215.0,8.0,9.0,,8.0
909,375.5,220.5,372.0,216.0,7.0,9.0,,9.0
910,375.5,220.5,372.0,216.0,7.0,9.0,,9.0
911,375.5,220.5,372.0,216.0,7.0,9.0,,9.0
912,372.5,214.5,369.0,210.0,7.0,9.0,,9.0
913,372.5,213.5,369.0,209.0,7.0,9.0,,9.0
914,372.5,214.5,369.0,210.0,7.0,9.0,,9.0
915,372.5,214.5,369.0,210.0,7.0,9.0,,9.0
916,365.5,211.5,362.0,207.0,7.0,9.0,,9.0
917,362.5,209.5,359.0,205.0,7.0,9.0,,9.0
918,359.5,211.5,356.0,207.0,7.0,9.0,,9.0
919,363.5,211.5,360.0,207.0,7.0,9.0,0.676,9.0
920,368.0,210.5,364.0,207.0,8.0,7.0,0.649,9.0
921,372.0,210.5,368.0,207.0,8.0,7.0,,9.0
922,377.0,210.5,373.0,207.0,8.0,7.0,,9.0
923,379.0,211.0,374.0,206.0,10.0,10.0,,9.0
924,383.0,212.0,378.0,207.0,10.0,10.0,,9.0
925,387.0,214.0,382.0,209.0,10.0,10.0,0.547,9.0
926,390.0,218.0,385.0,213.0,10.0,10.0,,9.0
927,393.0,222.0,388.0,217.0,10.0,10.0,,9.0
928,395.0,227.0,390.0,222.0,10.0,10.0,,9.0
929,398.0,233.0,393.0,228.0,10.0,10.0,,9.0
930,400.0,238.0,395.0,233.0,10.0,10.0,,9.0
931,401.0,238.0,396.0,233.0,10.0,10.0,,9.0
932,404.0,248.0,399.0,243.0,10.0,10.0,,9.0
933,404.5,243.0,399.0,238.0,11.0,10.0,,9.0
934,405.5,237.0,400.0,232.0,11.0,10.0,,9.0
935,405.5,234.0,400.0,229.0,11.0,10.0,,9.0
936,406.5,229.0,401.0,224.0,11.0,10.0,,9.0
937,406.5,225.0,401.0,220.0,11.0,10.0,,9.0
938,407.5,221.0,402.0,216.0,11.0,10.0,,9.0
939,408.5,220.0,403.0,215.0,11.0,10.0,,9.0
940,410.5,221.0,405.0,216.0,11.0,10.0,0.579,9.0
941,413.0,225.0,408.0,220.0,10.0,10.0,0.633,9.0
942,415.0,232.0,410.0,227.0,10.0,10.0,,9.0
943,416.0,238.0,411.0,233.0,10.0,10.0,,9.0
944,418.0,249.0,413.0,244.0,10.0,10.0,,9.0
945,418.0,251.0,413.0,246.0,10.0,10.0,,9.0
946,418.0,245.0,413.0,240.0,10.0,10.0,,9.0
947,417.0,239.0,412.0,234.0,10.0,10.0,,9.0
948,417.0,234.0,412.0,229.0,10.0,10.0,,9.0
949,418.0,229.0,413.0,224.0,10.0,10.0,,9.0
950,419.0,223.0,414.0,218.0,10.0,10.0,,9.0
951,416.0,221.0,411.0,216.0,10.0,10.0,,9.0
952,419.0,216.0,414.0,211.0,10.0,10.0,,9.0
953,416.0,208.0,411.0,203.0,10.0,10.0,,9.0
954,417.0,206.0,412.0,201.0,10.0,10.0,,9.0
955,418.0,204.0,413.0,199.0,10.0,10.0,,9.0
956,419.0,202.0,414.0,197.0,10.0,10.0,,9.0
957,420.0,199.0,415.0,194.0,10.0,10.0,,9.0
958,418.5,197.0,413.0,191.0,11.0,12.0,,9.0
959,420.5,195.0,415.0,189.0,11.0,12.0,,9.0
960,422.5,193.0,417.0,187.0,11.0,12.0,,9.0
961,426.5,193.0,421.0,187.0,11.0,12.0,,9.0
962,433.5,194.0,428.0,188.0,11.0,12.0,,9.0
963,435.5,194.0,430.0,188.0,11.0,12.0,,9.0
964,438.5,193.0,433.0,187.0,11.0,12.0,,9.0
965,441.5,193.0,436.0,187.0,11.0,12.0,,9.0
966,445.5,194.0,440.0,188.0,11.0,12.0,,9.0
967,447.5,195.0,442.0,189.0,11.0,12.0,,9.0
968,451.5,198.0,446.0,192.0,11.0,12.0,,9.0
969,453.5,200.0,448.0,194.0,11.0,12.0,,9.0
970,457.5,203.0,452.0,197.0,11.0,12.0,,9.0
971,461.5,211.0,456.0,205.0,11.0,12.0,,9.0
972,465.5,215.0,460.0,209.0,11.0,12.0,,9.0
973,469.5,222.0,464.0,216.0,11.0,12.0,0.548,9.0
974,474.5,230.0,469.0,224.0,11.0,12.0,,9.0
975,478.5,239.0,473.0,233.0,11.0,12.0,,9.0
976,479.5,244.0,474.0,238.0,11.0,12.0,,9.0
977,479.5,243.0,474.0,237.0,11.0,12.0,,9.0
978,,,,,,,,
979,,,,,,,,
980,,,,,,,,
981,,,,,,,,
982,,,,,,,,
983,,,,,,,,
984,,,,,,,,
985,,,,,,,,
986,,,,,,,,
987,,,,,,,,
988,,,,,,,,
989,,,,,,,,
990,,,,,,,,
991,,,,,,,,
992,,,,,,,,
993,,,,,,,,
994,,,,,,,,
995,,,,,,,,
996,,,,,,,,
997,,,,,,,,
998,,,,,,,,
999,,,,,,,,
1000,,,,,,,,
1001,,,,,,,,
1002,,,,,,,,
1003,,,,,,,,
1004,,,,,,,,
1005,,,,,,,,
1006,,,,,,,,
1007,,,,,,,,
1008,,,,,,,,
1009,,,,,,,,
1010,,,,,,,,
1011,,,,,,,,
1012,,,,,,,,
1013,,,,,,,,
1014,,,,,,,,
1015,,,,,,,,
1016,,,,,,,,
1017,,,,,,,,
1018,,,,,,,,
1019,,,,,,,,
1020,,,,,,,,
1021,,,,,,,,
1022,,,,,,,,
1023,,,,,,,,
1024,,,,,,,,
1025,,,,,,,,
1026,,,,,,,,
1027,,,,,,,,
1028,,,,,,,,
1029,,,,,,,,
1030,,,,,,,,
1031,,,,,,,,
1032,,,,,,,,
1033,,,,,,,,
1034,,,,,,,,
1035,,,,,,,,
1036,,,,,,,,
1037,,,,,,,,
1038,,,,,,,,
1039,,,,,,,,
1040,,,,,,,,
1041,,,,,,,,
1042,478.5,168.0,464.0,156.0,29.0,24.0,,10.0
1043,478.5,170.0,464.0,158.0,29.0,24.0,,10.0
1044,478.5,172.0,464.0,160.0,29.0,24.0,,10.0
1045,476.5,174.0,462.0,162.0,29.0,24.0,,10.0
1046,475.0,177.0,461.0,165.0,28.0,24.0,,10.0
1047,470.0,177.0,456.0,165.0,28.0,24.0,,10.0
1048,469.0,171.5,455.0,160.0,28.0,23.0,,10.0
1049,467.0,169.0,453.0,157.0,28.0,24.0,,10.0
1050,478.5,169.0,464.0,157.0,29.0,24.0,,10.0
1051,468.5,169.0,454.0,157.0,29.0,24.0,,10.0
1052,454.5,170.0,440.0,158.0,29.0,24.0,0.547,10.0
1053,440.0,170.5,427.0,158.0,26.0,25.0,0.62,10.0
1054,425.5,171.5,414.0,159.0,23.0,25.0,0.65,10.0
1055,417.5,173.0,402.0,161.0,31.0,24.0,0.666,10.0
1056,410.0,176.0,395.0,164.0,30.0,24.0,0.645,10.0
1057,404.5,181.5,391.0,170.0,27.0,23.0,0.514,10.0
1058,400.0,188.5,389.0,178.0,22.0,21.0,0.801,10.0
1059,395.0,195.5,384.0,185.0,22.0,21.0,0.701,10.0
1060,390.5,202.5,379.0,189.0,23.0,27.0,0.582,10.0
1061,383.5,216.5,372.0,205.0,23.0,23.0,0.715,10.0
1062,372.0,231.5,363.0,222.0,18.0,19.0,0.565,10.0
1063,361.5,247.5,352.0,237.0,19.0,21.0,0.6,10.0
1064,349.0,262.5,338.0,251.0,22.0,23.0,0.798,10.0
1065,338.0,278.0,326.0,267.0,24.0,22.0,0.737,10.0
1066,328.5,272.0,317.0,260.0,23.0,24.0,0.594,10.0
1067,322.0,258.5,310.0,248.0,24.0,21.0,0.717,10.0
1068,312.5,246.5,302.0,237.0,21.0,19.0,0.642,10.0
1069,307.5,234.5,297.0,225.0,21.0,19.0,,10.0
1070,301.5,226.0,291.0,217.0,21.0,18.0,0.706,10.0
1071,297.0,219.0,287.0,209.0,20.0,20.0,0.718,10.0
1072,294.0,215.5,284.0,204.0,20.0,23.0,0.731,10.0
1073,291.0,216.0,280.0,205.0,22.0,22.0,0.774,10.0
1074,290.5,224.0,281.0,212.0,19.0,24.0,0.609,10.0
1075,292.5,236.0,283.0,224.0,19.0,24.0,,10.0
1076,298.5,251.0,289.0,239.0,19.0,24.0,,10.0
1077,302.0,270.0,292.0,260.0,20.0,20.0,,10.0
1078,308.0,280.0,298.0,270.0,20.0,20.0,0.564,10.0
1079,316.0,266.0,306.0,255.0,20.0,22.0,0.761,10.0
1080,323.0,251.5,312.0,241.0,22.0,21.0,0.791,10.0
1081,330.5,240.5,319.0,230.0,23.0,21.0,0.651,10.0
1082,335.5,231.5,324.0,221.0,23.0,21.0,,10.0
1083,340.5,220.0,330.0,209.0,21.0,22.0,0.633,10.0
1084,344.5,211.0,334.0,200.0,21.0,22.0,,10.0
1085,345.5,202.0,335.0,191.0,21.0,22.0,0.605,10.0
1086,346.5,196.0,336.0,185.0,21.0,22.0,,10.0
1087,347.5,194.0,337.0,183.0,21.0,22.0,,10.0
1088,349.0,196.0,339.0,185.0,20.0,22.0,,10.0
1089,348.0,202.0,338.0,191.0,20.0,22.0,0.673,10.0
1090,346.5,212.0,336.0,201.0,21.0,22.0,0.649,10.0
1091,341.5,224.0,331.0,213.0,21.0,22.0,,10.0
1092,329.5,242.0,319.0,231.0,21.0,22.0,,10.0
1093,319.5,254.0,309.0,243.0,21.0,22.0,0.598,10.0
1094,309.5,269.5,298.0,259.0,23.0,21.0,0.696,10.0
1095,297.5,273.0,287.0,263.0,21.0,20.0,0.724,10.0
1096,288.0,261.0,279.0,251.0,18.0,20.0,0.737,10.0
1097,278.5,248.5,270.0,239.0,17.0,19.0,0.592,10.0
1098,272.5,238.0,262.0,227.0,21.0,22.0,0.742,10.0
1099,266.0,228.5,256.0,218.0,20.0,21.0,0.772,10.0
1100,260.5,219.5,250.0,208.0,21.0,23.0,0.735,10.0
1101,257.0,213.0,248.0,202.0,18.0,22.0,0.74,10.0
1102,256.0,210.0,247.0,202.0,18.0,16.0,0.63,10.0
1103,255.0,202.5,245.0,192.0,20.0,21.0,0.754,10.0
1104,255.5,200.5,245.0,190.0,21.0,21.0,0.763,10.0
1105,257.0,200.5,247.0,190.0,20.0,21.0,0.769,10.0
1106,259.0,206.0,250.0,196.0,18.0,20.0,0.816,10.0
1107,263.0,214.5,254.0,204.0,18.0,21.0,0.81,10.0
1108,268.0,224.5,259.0,214.0,18.0,21.0,,10.0
1109,298.5,280.0,289.0,270.0,19.0,20.0,,11.0
1110,299.0,280.5,289.0,270.0,20.0,21.0,,11.0
1111,295.0,274.5,285.0,264.0,20.0,21.0,,11.0
1112,301.5,265.0,291.0,254.0,21.0,22.0,,11.0
1113,299.0,282.5,288.0,271.0,22.0,23.0,,11.0
1114,299.5,282.0,289.0,271.0,21.0,22.0,,11.0
1115,301.0,280.5,290.0,269.0,22.0,23.0,,11.0
1116,305.5,281.0,295.0,270.0,21.0,22.0,,11.0
1117,308.5,281.0,298.0,270.0,21.0,22.0,,11.0
1118,313.0,280.5,303.0,270.0,20.0,21.0,,11.0
1119,317.5,281.0,308.0,271.0,19.0,20.0,,11.0
1120,312.5,267.0,303.0,257.0,19.0,20.0,,11.0
1121,318.5,263.0,309.0,253.0,19.0,20.0,,11.0
1122,311.0,259.5,301.0,249.0,20.0,21.0,,11.0
1123,306.0,254.5,296.0,244.0,20.0,21.0,,11.0
1124,292.0,246.5,282.0,236.0,20.0,21.0,,11.0
1125,283.0,259.5,273.0,249.0,20.0,21.0,,11.0
1126,271.0,273.5,261.0,263.0,20.0,21.0,0.795,11.0
1127,264.0,268.0,254.0,257.0,20.0,22.0,0.775,11.0
1128,257.0,258.0,247.0,247.0,20.0,22.0,,11.0
1129,248.5,244.5,238.0,233.0,21.0,23.0,,11.0
1130,243.5,236.5,233.0,225.0,21.0,23.0,0.676,11.0
1131,239.0,229.0,228.0,218.0,22.0,22.0,0.677,11.0
1132,235.0,222.5,224.0,211.0,22.0,23.0,0.738,11.0
1133,231.0,217.0,221.0,207.0,20.0,20.0,0.696,11.0
1134,229.5,215.0,220.0,205.0,19.0,20.0,0.743,11.0
1135,229.5,214.0,220.0,204.0,19.0,20.0,0.768,11.0
1136,232.0,217.0,223.0,208.0,18.0,18.0,0.767,11.0
1137,237.5,224.5,228.0,214.0,19.0,21.0,0.746,11.0
1138,240.5,230.5,234.0,221.0,13.0,19.0,0.735,11.0
1139,255.0,246.0,246.0,237.0,18.0,18.0,,11.0
1140,263.5,258.5,255.0,250.0,17.0,17.0,0.686,11.0
1141,273.5,271.5,265.0,263.0,17.0,17.0,,11.0
1142,282.5,265.0,272.0,255.0,21.0,20.0,0.653,11.0
1143,287.5,254.5,279.0,246.0,17.0,17.0,0.674,11.0
1144,294.0,244.0,285.0,235.0,18.0,18.0,,11.0
1145,299.5,236.0,291.0,228.0,17.0,16.0,0.7,11.0
1146,302.5,228.0,294.0,220.0,17.0,16.0,,11.0
1147,306.5,220.0,298.0,212.0,17.0,16.0,,11.0
1148,315.0,216.5,305.0,208.0,20.0,17.0,,11.0
1149,319.0,211.5,309.0,203.0,20.0,17.0,0.568,11.0
1150,321.0,207.5,311.0,199.0,20.0,17.0,,11.0
1151,323.0,203.5,313.0,195.0,20.0,17.0,,11.0
1152,322.5,205.0,312.0,196.0,21.0,18.0,,11.0
1153,318.0,204.5,308.0,196.0,20.0,17.0,,11.0
1154,313.0,206.5,303.0,198.0,20.0,17.0,,11.0
1155,308.0,210.5,298.0,202.0,20.0,17.0,,11.0
1156,300.0,216.5,290.0,208.0,20.0,17.0,,11.0
1157,301.0,206.5,291.0,198.0,20.0,17.0,,11.0
1158,299.0,208.5,289.0,200.0,20.0,17.0,,11.0
1159,297.0,213.5,287.0,205.0,20.0,17.0,,11.0
1160,294.0,214.5,284.0,206.0,20.0,17.0,,11.0
1161,296.0,218.5,286.0,210.0,20.0,17.0,,11.0
1162,295.5,215.0,286.0,207.0,19.0,16.0,,11.0
1163,300.5,216.0,291.0,208.0,19.0,16.0,,11.0
1164,312.0,241.5,305.0,233.0,14.0,17.0,,11.0
1165,314.0,234.5,307.0,226.0,14.0,17.0,0.634,11.0
1166,317.5,228.5,311.0,221.0,13.0,15.0,0.666,11.0
1167,320.0,223.5,314.0,216.0,12.0,15.0,0.663,11.0
1168,321.0,218.0,315.0,211.0,12.0,14.0,0.644,11.0
1169,322.0,213.0,316.0,206.0,12.0,14.0,,11.0
1170,323.0,210.0,317.0,203.0,12.0,14.0,,11.0
1171,324.0,206.0,318.0,199.0,12.0,14.0,,11.0
1172,325.0,202.0,319.0,195.0,12.0,14.0,,11.0
1173,326.0,199.0,320.0,192.0,12.0,14.0,,11.0
1174,328.0,196.0,322.0,189.0,12.0,14.0,,11.0
1175,312.0,231.0,304.0,223.0,16.0,16.0,,12.0
1176,316.0,228.0,308.0,220.0,16.0,16.0,,12.0
1177,317.0,234.0,309.0,226.0,16.0,16.0,,12.0
1178,318.0,234.0,310.0,226.0,16.0,16.0,,12.0
1179,322.0,241.0,314.0,233.0,16.0,16.0,,12.0
1180,324.0,257.0,316.0,249.0,16.0,16.0,0.655,12.0
1181,326.5,260.5,319.0,253.0,15.0,15.0,0.629,12.0
1182,329.5,247.5,322.0,240.0,15.0,15.0,0.672,12.0
1183,332.5,212.0,325.0,203.0,15.0,18.0,,11.0
1184,335.5,221.0,328.0,212.0,15.0,18.0,,11.0
1185,336.5,214.0,329.0,205.0,15.0,18.0,0.713,11.0
1186,338.0,206.5,330.0,198.0,16.0,17.0,0.793,11.0
1187,337.0,201.5,329.0,193.0,16.0,17.0,,11.0
1188,336.0,195.5,328.0,187.0,16.0,17.0,,11.0
1189,330.0,192.5,322.0,184.0,16.0,17.0,,11.0
1190,304.5,182.5,296.0,174.0,17.0,17.0,,11.0
1191,312.5,186.5,304.0,178.0,17.0,17.0,,11.0
1192,311.5,185.5,303.0,177.0,17.0,17.0,0.511,11.0
1193,304.5,184.5,296.0,176.0,17.0,17.0,,11.0
1194,299.0,183.0,291.0,175.0,16.0,16.0,,11.0
1195,295.0,184.0,287.0,176.0,16.0,16.0,,11.0
1196,291.5,184.5,284.0,177.0,15.0,15.0,,11.0
1197,275.0,186.5,268.0,179.0,14.0,15.0,,11.0
1198,272.0,187.5,265.0,180.0,14.0,15.0,,11.0
1199,267.0,184.5,260.0,177.0,14.0,15.0,,11.0
1200,261.5,185.0,254.0,177.0,15.0,16.0,,11.0
1201,255.5,187.0,248.0,179.0,15.0,16.0,0.609,11.0
1202,250.5,189.0,243.0,181.0,15.0,16.0,0.688,11.0
1203,246.0,194.0,239.0,186.0,14.0,16.0,0.745,11.0
1204,242.0,198.5,235.0,191.0,14.0,15.0,0.749,11.0
1205,239.5,203.5,233.0,196.0,13.0,15.0,0.51,11.0
1206,237.5,208.5,231.0,201.0,13.0,15.0,,11.0
1207,240.0,213.5,233.0,207.0,14.0,13.0,0.571,11.0
1208,239.5,216.0,233.0,210.0,13.0,12.0,0.704,11.0
1209,237.0,216.0,231.0,210.0,12.0,12.0,0.565,11.0
1210,236.0,213.0,230.0,207.0,12.0,12.0,,11.0
1211,236.0,207.0,230.0,201.0,12.0,12.0,,11.0
1212,234.0,207.0,228.0,201.0,12.0,12.0,,11.0
1213,233.5,191.5,226.0,184.0,15.0,15.0,,11.0
1214,231.5,184.5,224.0,177.0,15.0,15.0,,11.0
1215,231.5,176.5,224.0,169.0,15.0,15.0,,11.0
1216,229.5,172.5,222.0,165.0,15.0,15.0,0.576,11.0
1217,228.5,169.0,220.0,160.0,17.0,18.0,0.683,11.0
1218,227.5,163.0,219.0,155.0,17.0,16.0,0.736,11.0
1219,225.5,158.0,217.0,150.0,17.0,16.0,0.754,11.0
1220,225.5,155.5,217.0,147.0,17.0,17.0,0.602,11.0
1221,223.0,149.5,216.0,142.0,14.0,15.0,0.708,11.0
1222,222.0,146.5,215.0,139.0,14.0,15.0,,11.0
1223,222.0,141.5,215.0,134.0,14.0,15.0,,11.0
1224,221.5,139.5,214.0,130.0,15.0,19.0,,11.0
1225,222.5,135.5,215.0,126.0,15.0,19.0,,11.0
1226,222.5,129.5,215.0,120.0,15.0,19.0,0.759,11.0
1227,222.5,122.5,216.0,115.0,13.0,15.0,0.781,11.0
1228,224.0,116.0,216.0,106.0,16.0,20.0,0.765,11.0
1229,225.0,111.0,217.0,103.0,16.0,16.0,0.603,11.0
1230,226.0,107.5,219.0,100.0,14.0,15.0,0.716,11.0
1231,226.5,104.5,219.0,96.0,15.0,17.0,0.521,11.0
1232,227.5,103.5,220.0,95.0,15.0,17.0,,11.0
1233,228.0,98.5,221.0,92.0,14.0,13.0,0.621,11.0
1234,229.0,97.5,222.0,91.0,14.0,13.0,,11.0
1235,228.5,95.5,222.0,89.0,13.0,13.0,,11.0
1236,229.5,95.5,223.0,89.0,13.0,13.0,0.593,11.0
1237,230.5,95.5,224.0,89.0,13.0,13.0,,11.0
1238,230.5,95.5,224.0,89.0,13.0,13.0,,11.0
1239,231.5,97.5,225.0,91.0,13.0,13.0,,11.0
1240,232.5,99.5,226.0,92.0,13.0,15.0,,11.0
1241,233.5,103.5,227.0,96.0,13.0,15.0,,11.0
1242,233.5,103.5,227.0,96.0,13.0,15.0,0.584,11.0
1243,234.5,106.5,228.0,99.0,13.0,15.0,,11.0
1244,233.5,106.5,227.0,99.0,13.0,15.0,,11.0
1245,234.5,113.5,228.0,106.0,13.0,15.0,,11.0
1246,235.5,118.5,230.0,112.0,11.0,13.0,,11.0
1247,235.0,123.0,229.0,116.0,12.0,14.0,,11.0
1248,235.0,125.0,229.0,118.0,12.0,14.0,0.744,11.0
1249,235.0,126.0,229.0,119.0,12.0,14.0,,11.0
1250,235.0,128.0,229.0,121.0,12.0,14.0,,11.0
1251,236.0,125.0,230.0,118.0,12.0,14.0,,11.0
1252,236.0,125.0,230.0,118.0,12.0,14.0,,11.0
1253,236.0,125.0,230.0,118.0,12.0,14.0,,11.0
1254,244.5,145.5,240.0,141.0,9.0,9.0,,11.0
1255,244.5,144.5,240.0,140.0,9.0,9.0,,11.0
1256,250.5,147.5,246.0,143.0,9.0,9.0,,11.0
1257,249.5,145.5,245.0,141.0,9.0,9.0,,11.0
1258,249.5,145.5,245.0,141.0,9.0,9.0,,11.0
1259,,,,,,,,
1260,236.0,126.0,230.0,119.0,12.0,14.0,,11.0
1261,248.5,147.5,244.0,143.0,9.0,9.0,,11.0
1262,247.5,147.5,243.0,143.0,9.0,9.0,,11.0
1263,246.5,148.5,242.0,144.0,9.0,9.0,0.506,11.0
1264,244.5,150.0,239.0,145.0,11.0,10.0,0.622,11.0
1265,243.5,151.5,238.0,146.0,11.0,11.0,0.677,11.0
1266,242.5,154.0,238.0,149.0,9.0,10.0,0.716,11.0
1267,242.0,158.0,237.0,153.0,10.0,10.0,0.744,11.0
1268,241.0,160.5,236.0,155.0,10.0,11.0,0.786,11.0
1269,239.5,164.5,234.0,159.0,11.0,11.0,0.687,11.0
1270,238.5,169.0,233.0,163.0,11.0,12.0,0.798,11.0
1271,237.0,174.0,231.0,168.0,12.0,12.0,0.778,11.0
1272,236.0,178.5,230.0,173.0,12.0,11.0,0.702,11.0
1273,234.5,184.0,229.0,178.0,11.0,12.0,0.698,11.0
1274,233.5,190.0,228.0,184.0,11.0,12.0,,11.0
1275,232.5,197.0,227.0,191.0,11.0,12.0,,11.0
1276,231.5,203.0,226.0,197.0,11.0,12.0,,11.0
1277,230.5,212.5,225.0,206.0,11.0,13.0,,11.0
1278,229.5,220.5,224.0,214.0,11.0,13.0,,11.0
1279,228.5,227.5,223.0,221.0,11.0,13.0,0.506,11.0
1280,227.5,235.5,222.0,229.0,11.0,13.0,0.553,11.0
1281,226.5,243.5,221.0,237.0,11.0,13.0,,11.0
1282,225.5,249.5,220.0,243.0,11.0,13.0,,11.0
1283,224.5,242.5,219.0,236.0,11.0,13.0,,11.0
1284,223.5,235.5,218.0,229.0,11.0,13.0,0.526,11.0
1285,222.5,228.5,217.0,222.0,11.0,13.0,,11.0
1286,222.0,223.0,216.0,216.0,12.0,14.0,0.512,11.0
1287,220.5,216.5,215.0,210.0,11.0,13.0,0.609,11.0
1288,219.5,211.5,214.0,205.0,11.0,13.0,,11.0
1289,218.5,206.5,213.0,200.0,11.0,13.0,,11.0
1290,217.5,202.5,212.0,196.0,11.0,13.0,,11.0
1291,216.5,198.0,211.0,192.0,11.0,12.0,,11.0
1292,215.5,194.0,210.0,188.0,11.0,12.0,,11.0
1293,214.5,191.0,209.0,185.0,11.0,12.0,0.587,11.0
1294,213.5,188.0,208.0,183.0,11.0,10.0,0.656,11.0
1295,212.5,185.5,207.0,180.0,11.0,11.0,0.725,11.0
1296,211.5,183.5,206.0,178.0,11.0,11.0,0.654,11.0
1297,210.5,182.5,205.0,177.0,11.0,11.0,0.666,11.0
1298,209.5,181.5,204.0,176.0,11.0,11.0,0.591,11.0
1299,208.5,181.5,203.0,176.0,11.0,11.0,0.576,11.0
1300,207.5,181.5,202.0,176.0,11.0,11.0,,11.0
1301,206.0,181.5,200.0,176.0,12.0,11.0,,11.0
1302,205.0,182.5,199.0,177.0,12.0,11.0,0.567,11.0
1303,204.0,183.5,198.0,178.0,12.0,11.0,,11.0
1304,202.5,185.0,197.0,179.0,11.0,12.0,0.503,11.0
1305,201.5,187.0,196.0,181.0,11.0,12.0,0.593,11.0
1306,200.5,189.5,195.0,184.0,11.0,11.0,0.633,11.0
1307,199.5,193.5,194.0,188.0,11.0,11.0,0.731,11.0
1308,198.5,196.5,193.0,191.0,11.0,11.0,,11.0
1309,197.0,201.5,192.0,196.0,10.0,11.0,,11.0
1310,196.0,205.5,191.0,200.0,10.0,11.0,0.523,11.0
1311,195.0,209.5,190.0,204.0,10.0,11.0,,11.0
1312,193.5,215.0,188.0,209.0,11.0,12.0,0.664,11.0
1313,192.5,221.0,187.0,215.0,11.0,12.0,0.726,11.0
1314,192.0,227.5,187.0,222.0,10.0,11.0,0.59,11.0
1315,190.5,235.0,185.0,229.0,11.0,12.0,0.673,11.0
1316,190.0,241.0,185.0,235.0,10.0,12.0,0.677,11.0
1317,188.5,249.5,184.0,244.0,9.0,11.0,0.598,11.0
1318,188.0,249.5,183.0,244.0,10.0,11.0,0.711,11.0
1319,186.5,243.5,181.0,238.0,11.0,11.0,0.684,11.0
1320,185.0,237.0,180.0,231.0,10.0,12.0,0.564,11.0
1321,184.5,232.5,179.0,226.0,11.0,13.0,0.713,11.0
1322,183.0,227.5,178.0,222.0,10.0,11.0,0.653,11.0
1323,182.5,223.0,177.0,217.0,11.0,12.0,0.658,11.0
1324,181.5,219.0,176.0,213.0,11.0,12.0,0.729,11.0
1325,180.5,216.0,175.0,210.0,11.0,12.0,0.613,11.0
1326,179.5,212.5,174.0,207.0,11.0,11.0,0.596,11.0
1327,178.5,210.0,173.0,205.0,11.0,10.0,0.689,11.0
1328,177.5,207.5,172.0,202.0,11.0,11.0,0.781,11.0
1329,176.0,206.5,170.0,201.0,12.0,11.0,0.627,11.0
1330,175.0,205.0,169.0,200.0,12.0,10.0,0.729,11.0
1331,174.5,204.0,169.0,199.0,11.0,10.0,0.71,11.0
1332,173.0,204.0,167.0,199.0,12.0,10.0,0.752,11.0
1333,172.0,204.0,166.0,199.0,12.0,10.0,0.798,11.0
1334,170.5,204.5,165.0,199.0,11.0,11.0,0.75,11.0
1335,170.0,205.5,164.0,200.0,12.0,11.0,0.738,11.0
1336,168.5,206.5,163.0,201.0,11.0,11.0,0.738,11.0
1337,167.5,208.5,162.0,203.0,11.0,11.0,0.716,11.0
1338,166.5,211.5,161.0,206.0,11.0,11.0,0.809,11.0
1339,165.0,214.0,160.0,208.0,10.0,12.0,0.786,11.0
